heart_rate,ptt,amplitude,ac_dc_ratio,systolic,diastolic
117.59287185615415,0.636905168062535,0.005763767162001208,0.008226401372443492,121.0,78.0
75.06851229193605,0.5844392608877722,0.004707216501965736,0.009308096696696348,121.0,78.0
60.74908509174015,0.5307543067187791,0.0029829834375560897,0.011757196497491027,121.0,78.0
59.013396946261864,0.5205873560786388,0.0023114173536149603,0.012569298153741184,121.0,78.0
81.57734283747963,0.5081501154897294,0.001987559598632303,0.0032200994008119302,121.0,78.0
61.9884550779893,0.4832048961748634,0.004832441382409334,0.008074550259301276,110.0,70.0
69.84614656674852,0.5625547198114218,0.005881646006566516,0.009793922943340434,110.0,70.0
71.15576181487505,0.5977143897996356,0.004350735101319076,0.009339632956260457,110.0,70.0
70.28268498279068,0.5350301126627538,0.0038760837446714397,0.005717203763830996,110.0,70.0
70.28268498279068,0.5872281724347297,0.005317617448476237,0.007173031345630068,110.0,70.0
57.62309926615364,0.5743976944865291,0.005605932718080791,0.010296220623787159,102.0,81.0
64.60771735902075,0.604005823068309,0.004721625298375852,0.004880074199956759,102.0,81.0
59.36925378937042,0.5625544430538173,0.005377700066245843,0.0033211606276424797,102.0,81.0
58.496176527762024,0.5662554591265397,0.004364438206906834,0.0025118695096054706,102.0,81.0
68.97440897746156,0.536883904465213,0.003926269450508522,0.010292912314994749,153.0,89.0
101.27887900488027,0.5585961211899091,0.004167385137399586,0.00631250818444471,153.0,89.0
59.806924239950845,0.5462048055844007,0.00309990955034095,0.00406837623906238,153.0,89.0
70.2840496542488,0.578334500030542,0.0027034531528444742,0.003456188235983854,153.0,89.0
82.94390952985884,0.5294271835698628,0.002803358543552636,0.003474892859266327,153.0,89.0
67.66443461797489,0.5872196663296259,0.007254173482728198,0.00836747419241595,107.0,66.0
60.679718786442,0.5566250282519479,0.0051630780382548305,0.003659268375251234,107.0,66.0
56.31427139173394,0.5507034853982037,0.005697202129132105,0.006930840461812606,107.0,66.0
77.70496362580343,0.5480716885743175,0.003099905683313388,0.007187146876496069,107.0,66.0
60.679718786442,0.533158173238962,0.003797722602914094,0.006494374110586846,107.0,66.0
110.88210669026353,0.5312952158914288,0.007851052038182187,0.024455076957451263,142.0,82.0
75.95860852010178,0.5103966229117659,0.006846040731210615,0.030882191600536752,142.0,82.0
79.01441460999094,0.5546524668686992,0.006207848281443419,0.02743929760425979,142.0,82.0
56.314140799385804,0.525702634671519,0.0024392028163322133,0.008904127484892542,142.0,82.0
60.67957807065602,0.5238384409315491,0.0037317378641854005,0.01074896093206459,142.0,82.0
133.14411418105408,0.644273691913648,0.012969226260954248,0.025790216809539267,145.0,74.0
60.242254940935936,0.5605812760523163,0.006799489104390036,0.01562992972756783,145.0,74.0
66.35378805088595,0.5424873968370127,0.007859961358212071,0.018112204933451715,145.0,74.0
71.5922450022717,0.5763722979129449,0.0062707507085123316,0.014939311990456942,145.0,74.0
69.40955460586098,0.595617605805586,0.01911921412297124,0.052550169386131745,145.0,74.0
104.3348039727847,0.5447787509717542,0.003567968388623011,0.004451101256764775,128.0,73.0
85.99981750057985,0.5275625142763909,0.0039240962364664265,0.004116028762649386,128.0,73.0
88.61910128232341,0.5893134269456681,0.0038732408345482014,0.007504634498846951,128.0,73.0
92.98457425189599,0.5956050293685756,0.0027200260322604065,0.005417030610049057,128.0,73.0
92.54802695493873,0.5684647836227003,0.0030214121424996317,0.005081612817434755,128.0,73.0
61.11577561949713,0.6060994228192008,0.004856330055348998,0.0056360595275989425,134.0,91.0
58.93306934737224,0.5566294719642242,0.0029928653718536763,0.020607085118263428,134.0,91.0
92.54674593809565,0.5051012491022879,0.0030671232684945766,0.003208212645833511,134.0,91.0
58.49652809294725,0.5447862917096664,0.004006532476875364,0.0028596157795519306,134.0,91.0
60.67923436507215,0.5830298946150096,0.0047808811139804265,0.006542459886529604,134.0,91.0
66.35330671201228,0.5803242631246047,0.001446893987286755,0.0041154667620168575,155.0,98.0
67.22637653717034,0.5487419903014968,0.0021597363283365925,0.003288931136153041,155.0,98.0
62.86102741138006,0.5238490183193947,0.0027647876602037514,0.0038612984435399404,155.0,98.0
60.24181793590588,0.593524666218638,0.0026978192873174187,0.002725856404942532,155.0,98.0
57.622608460431714,0.572552063172043,0.002121379288526931,0.0028119087747350622,155.0,98.0
107.39152923493614,0.5664862307454998,0.006493069961829155,0.007340256348537968,135.0,71.0
56.315070208564066,0.5645124111261776,0.005319084650634255,0.0035086901994179757,135.0,71.0
58.934375799660074,0.5585909522682106,0.005489132332067712,0.004590324624392731,135.0,71.0
55.878519276714734,0.6081831702036834,0.0044670509260489495,0.011777026491471523,135.0,71.0
83.38122798322277,0.5935028867849739,0.0042748485189573965,0.011532844128196712,135.0,71.0
72.02836287444791,0.5424905616605618,0.003044906783066729,0.006056907544358871,123.0,66.0
70.71875627673069,0.5051078696741854,0.0035879831523011117,0.006346992579825267,123.0,66.0
58.93229689727557,0.5526889894419307,0.004842896100219801,0.023365650940656183,123.0,66.0
78.5763958630341,0.6998847305075876,0.005626856253642129,0.024657388469282625,123.0,66.0
61.114974560137625,0.7020972217526064,0.004258380118620569,0.010696237423471706,123.0,66.0
78.57743546752067,0.5546555403234741,0.00665107759793693,0.06424285446931219,125.0,65.0
62.42540706586365,0.5767381341219397,0.006893440648514289,0.05392176163711849,125.0,65.0
56.31382875172315,0.5368907721280602,0.006328318190253731,0.0358157006998795,125.0,65.0
56.75037005987604,0.4932683968926554,0.005712392063867611,0.04348193204993168,125.0,65.0
56.75037005987604,0.5257055477087257,0.007510035846290657,0.044538961573565614,125.0,65.0
97.34933257931438,0.5068640423739015,0.003409071889706677,0.006238601848729596,116.0,75.0
89.92808301048771,0.49979973516311543,0.0032127355196150636,0.006331948263753388,116.0,75.0
